registro_id,data_coleta,cidade,uf,regiao,latitude,longitude,fonte_dado,tipo_cobertura_solo,cultura,area_monitorada_ha,ndvi_anterior,ndvi_atual,umidade_solo_pct,temperatura_superficie_c,dias_sem_chuva,focos_calor_7d,risco_incendio_pct,classe_risco_incendio,producao_historica_t_ha,densidade_construcoes,expansao_urbana_ha,risco_desmatamento_pct,status_processamento,observacao
ORB-00118,2026-01-05,Uberlândia,MG,Sudeste,-18.81,-48.39,sensor_sentinel,agric.,soja,90.91,0.75,0.55,,32.07,15,16,91.03,critico,"2,94",0.10,NA,25.97,processado,
ORB-00119,2025-01-24,Sinop,MT,Centro-Oeste,-11.79,-55.59,sensor_landsat,agricultura,soja,830.89,0.76,0.80,"24,86",30.05,20,0,72.44,alto,3.77,0.09,0.00,2.24,processado,registro importado manualmente
ORB-00120,data_invalida,Cuiabá,MT,Centro-Oeste,-15.48,-56.17,sensor_landsat,vegetacao_nativa,nao_aplicavel,80.54,0.76,0.69,35.94,38.18,18,8,71.83,alto,0.00,0.02,0.00,"31,57",processado,
ORB-00121,2026-01-01,Ribeirão Preto,SP,Sudeste,-21.27,-47.94,drone_cliente,urbano,nao_aplicavel,210.73,0.24,0.22,29.14,32.87,19,2,NA,critico,0.00,0.76,5.76,NA,pendente,
ORB-00122,2025-03-13,Sinop,MT,Centro-Oeste,-11.94,-55.78,sensor_landsat,pastagem,pastagem,999.68,0.42,0.21,54.57,34.43,,0,77.83,critico,1.03,0.08,0.00,22.39,processado,
ORB-00123,2025-12-25,Porto Velho,RO,Norte,-8.70,-63.93,Sentinel,agricultura,cana,439.49,0.40,0.46,55.12,,16,3,43.41,medio,103.56,0.09,0.00,0.00,processado,sombra parcial
ORB-00124,2025-09-15,Uberlândia,MG,Sudeste,-18.61,-48.60,sensor_sentinel,agricultura,soja,15.42,0.69,NA,"37,13",26.82,7,0,41.58,medio,3.13,0.18,"0,00",0.00,erro_validacao,coordenada imprecisa
ORB-00125,2025-12-01,Uberaba,MG,Sudeste,-19.68,-47.67,sensor_landsat,vegetacao_nativa,nao_aplicavel,192.57,0.87,0.43,5.00,27.65,22,0,93.85,critico,"0,00",0.01,,96.92,processado,
ORB-00126,2026-03-05,Altamira,PA,Norte,-3.40,-52.14,sensor_sentinel,vegetacao nat.,nao_aplicavel,10.02,0.87,0.78,55.93,34.37,13,7,75.94,critico,0.00,0.07,6.28,33.59,processado,
ORB-00127,2025-02-12,Altamira,PA,Norte,NA,NA,sensor_sentinel,agricultura,cana,"149,26",0.42,0.31,59.64,"29,15",1,2,"30,42",medio,61.37,0.15,"0,00",35.85,processado,sombra parcial
ORB-00128,2025-10-20,Uberlândia,MG,Sudeste,-18.93,-48.41,sensor_landsat,agricultura,algodao,133.25,0.57,0.63,31.93,29.00,,0,36.32,medio,4.00,0.08,0.00,0.17,processado,
ORB-00129,2025-04-29,Uberaba,MG,Sudeste,-19.61,-47.67,sensor_landsat,agricultura,soja,18.05,0.53,"0,44",31.46,26.17,2,9,55.70,alto,4.19,0.05,5.41,19.61,reprocessar,possivel queimadura
ORB-00130,2025-02-23,Uberlândia,MG,Sudeste,-18.79,-48.28,sensor_sentinel,vegetacao_nativa,nao_aplicavel,264.69,0.69,0.65,"28,16",29.61,4,,53.49,alto,"0,00",0.01,0.00,29.64,processado,
ORB-00131,12-07-2025,Marabá,PA,Norte,-5.35,-48.99,sensor_sentinel,vegetacao_nativa,nao_aplicavel,282.20,0.84,0.46,48.26,29.48,17,3,73.45,alto,0.00,0.10,0.00,79.42,processado,registro importado manualmente
ORB-00132,01-17-2025,Cuiabá,MT,Centro-Oeste,-15.59,-56.14,sensor_sentinel,urbano,nao_aplicavel,23.11,0.27,0.24,NA,"32,55",3,7,93.70,critico,0.00,0.59,7.12,18.68,processado,sombra parcial
ORB-00133,2025-08-21,Cuiabá,MT,Centro-Oeste,-15.59,-56.13,sensor_sentinel,vegetacao_nativa,nao_aplicavel,186.59,0.83,0.52,5.00,35.65,17,12,100.00,critico,0.00,0.03,0.00,56.95,pendente,sombra parcial
ORB-00134,2026-01-17,Petrolina,PE,Nordeste,-9.48,-40.44,sensor_sentinel,pastagem,pastagem,94.28,0.31,0.07,58.26,35.61,28,0,63.75,alto,1.55,0.06,0.00,"36,12",processado,coordenada imprecisa
ORB-00135,2025-08-20,Marabá,PA,Norte,-5.52,-49.08,sensor_sentinel,vegetacao_nativa,nao_aplicavel,10.54,0.68,0.67,49.86,33.05,0,6,50.76,alto,,NA,0.00,30.38,processado,
ORB-00136,2025-03-04,Rio Branco,AC,Norte,-9.80,-67.80,sensor_sentinel,vegetacao_nativa,nao_aplicavel,742.85,0.80,0.79,55.90,30.74,23,10,73.21,alto,0.00,0.02,0.00,15.90,processado,
ORB-00137,2025-11-08,Sinop,MT,Centro-Oeste,-11.79,-55.58,sensor_sentinel,pastagem,pastagem,46.21,0.31,0.29,34.42,34.07,38,4,91.51,crítico,1.33,,0.00,4.66,processado,
ORB-00138,2025-01-07,Porto Velho,RO,Norte,-8.51,-63.85,sensor_sentinel,agricultura,soja,65.45,0.40,0.50,53.41,33.11,27,2,54.46,alto,3.33,0.10,0.00,0.00,processado,coordenada imprecisa
ORB-00139,16/03/2026,Goiânia,GO,Centro-Oeste,-16.56,-49.27,sensor_sentinel,agricultura,milho,63.71,0.42,0.59,31.02,35.61,11,1,69.48,alto,5.58,0.09,0.00,0.00,processado,
ORB-00140,2025-11-01,Uberaba,MG,Sudeste,-20.04,-48.21,base_municipal,pastagem,pastagem,69.29,0.50,,37.52,,24,0,80.97,critico,0.94,0.10,0.00,11.69,processado,
ORB-00141,2025-12-03,Cuiabá,MT,Centro-Oeste,-15.69,-56.01,sensor_sentinel,agric.,soja,2.44,0.70,0.68,32.09,34.29,30,12,99.66,critico,3.61,0.15,0.00,12.27,processado,sombra parcial
ORB-00142,2025-11-23,Sinop,MT,Centro-Oeste,-11.69,-55.40,sensor_landsat,urbano,nao_aplicavel,85.22,0.16,0.20,58.96,31.57,8,2,"28,14",medio,0.00,0.60,13.12,1.76,processado,sombra parcial
ORB-00143,2025-10-08,Ribeirão Preto,SP,Sudeste,-21.41,-47.59,sensor_landsat,pastagem,pastagem,89.60,0.50,0.55,7.45,33.39,0,,81.52,critico,NA,0.02,0.00,0.00,processado,coordenada imprecisa
ORB-00144,2025-03-04,Rio Branco,AC,Norte,-10.14,-67.86,sensor_landsat,vegetacao_nativa,nao_aplicavel,76.10,0.68,0.09,13.34,35.14,0,1,82.46,critico,"0,00",0.01,"0,00","100,00",processado,sombra parcial
ORB-00145,2025-07-18,Cuiabá,MT,Centro-Oeste,-15.93,-56.32,sensor_sentinel,vegetacao_nativa,nao_aplicavel,292.51,0.73,"0,73",11.76,"30,23",5,12,100.00,crítico,,0.10,0.00,28.51,processado,registro importado manualmente
ORB-00146,03/01/2026,Barreiras,BA,Nordeste,-12.38,-44.79,drone_cliente,vegetacao_nativa,nao_aplicavel,249.57,0.85,0.54,41.37,,19,4,79.80,critico,0.00,0.02,"0,00",73.53,processado,
ORB-00147,2025-07-05,Sorriso,MT,Centro-Oeste,-12.51,-56.00,sensor_sentinel,pastagem,pastagem,18.27,0.51,0.49,NA,34.68,23,4,79.03,critico,1.41,0.18,0.00,16.86,processado,sombra parcial
ORB-00148,2025-11-29,Sorriso,MT,Centro-Oeste,"-12,41",-55.85,sensor_landsat,urbano,nao_aplicavel,497.09,0.19,0.16,33.67,33.68,1,1,43.90,medio,0.00,0.62,"9,95",0.00,processado,
ORB-00149,2025-05-22,Sinop,MT,Centro-Oeste,-11.90,-55.57,sensor_sentinel,pastagem,pastagem,285.91,0.46,0.25,60.10,34.08,10,10,66.51,alto,1.54,0.14,0.00,33.84,processado,
ORB-00150,2025-01-15,Marabá,PA,Norte,-5.15,-49.20,sensor_landsat,vegetacao_nativa,nao_aplicavel,438.94,0.75,0.57,71.54,NA,17,4,52.56,alto,0.00,0.05,0.00,65.40,processado,
ORB-00151,2025-08-01,Uberlândia,MG,Sudeste,-18.76,-48.45,sensor_landsat,vegetacao_nativa,nao_aplicavel,16.89,0.86,0.85,35.28,27.71,11,1,50.28,alto,0.00,0.02,0.00,15.25,pendente,
ORB-00152,2025-11-30,Uberaba,MG,Sudeste,-19.66,NA,sensor_sentinel,urbano,nao_aplicavel,348.32,0.24,0.18,"65,31",31.91,9,1,30.38,medio,0.00,0.78,11.32,9.06,processado,
ORB-00153,2025-11-16,Uberlândia,MG,Sudeste,-19.27,-48.34,sensor_landsat,vegetacao_nativa,nao_aplicavel,445.65,0.64,0.41,,29.84,12,2,NA,alto,0.00,0.08,0.00,54.71,processado,coordenada imprecisa
ORB-00154,2025-10-14,Porto Velho,RO,Norte,-8.74,-63.69,sensor_landsat,urbano,nao_aplicavel,NA,0.34,0.39,50.64,35.50,0,3,37.06,medio,0.00,0.82,3.28,5.98,processado,possivel queimadura
ORB-00155,2025-08-16,Goiânia,GO,Centro-Oeste,-16.43,-49.44,sensor_landsat,agricultura,soja,153.16,0.74,0.86,,32.85,13,3,63.24,alto,2.11,0.11,0.00,0.00,processado,
ORB-00156,2025-08-28,Cuiabá,MT,Centro-Oeste,-15.60,-56.08,sensor_landsat,vegetacao_nativa,nao_aplicavel,20.93,0.79,0.74,23.03,37.51,25,4,95.09,critico,0.00,0.09,0.00,41.07,processado,
ORB-00157,2025-03-23,Goiânia,GO,Centro-Oeste,-16.52,-49.24,sensor_landsat,vegetacao_nativa,nao_aplicavel,178.30,0.79,0.63,28.88,31.27,25,3,77.43,critico,0.00,0.10,0.00,39.68,processado,
ORB-00158,2025-06-21,Uberlândia,MG,Sudeste,"-18,93",-48.40,sensor_sentinel,agricultura,soja,131.63,0.76,0.85,29.21,25.11,20,1,"61,83",alto,2.52,0.11,0.00,0.00,processado,possivel queimadura
ORB-00159,2025-09-21,Rio Branco,AC,Norte,-10.31,"-67,95",sensor_sentinel,vegetacao_nativa,nao_aplicavel,"46,81",0.78,0.71,40.54,34.53,3,5,41.66,medio,0.00,0.11,0.00,49.37,processado,
ORB-00160,03-05-2025,Marabá,PA,Norte,-5.33,-49.10,sensor_sentinel,vegetacao_nativa,nao_aplicavel,169.69,0.67,0.58,77.39,"34,07",22,2,69.51,alto,0.00,,0.00,37.23,erro_validacao,
ORB-00161,2025-08-24,Uberaba,MG,Sudeste,-19.87,-47.89,sensor_sentinel,agricultura,algodao,,0.36,"0,37",42.14,32.11,1,,45.31,medio,4.67,0.09,0.00,2.45,processado,
ORB-00162,2025-10-16,Uberaba,MG,Sudeste,-19.80,-47.88,sensor_sentinel,vegetacao_nativa,nao_aplicavel,162.29,0.68,0.47,31.20,29.12,0,5,52.28,alto,"0,00",0.04,0.00,63.09,erro_validacao,
ORB-00163,2025-12-20,Sinop,MT,Centro-Oeste,-11.77,-55.41,sensor_sentinel,urbano,nao_aplicavel,62.70,0.23,0.17,29.72,31.82,10,0,,alto,0.00,0.77,13.07,1.54,pendente,possivel queimadura
ORB-00164,2025-04-10,Goiânia,GO,Centro-Oeste,-16.68,-48.93,sensor_landsat,vegetacao_nativa,nao_aplicavel,92.23,0.85,0.82,45.13,33.96,39,4,100.00,critico,0.00,0.09,"0,00",29.02,pendente,coordenada imprecisa
ORB-00165,2025-11-24,Goiânia,GO,Centro-Oeste,-16.94,-49.31,sensor_sentinel,vegetacao_nativa,nao_aplicavel,205.30,0.77,0.69,32.49,32.47,22,13,97.52,critico,0.00,0.09,0.00,"50,22",processado,
ORB-00166,2025-05-22,Petrolina,PE,Nordeste,-9.65,-40.54,sensor_landsat,vegetacao_nativa,nao_aplicavel,306.67,,0.40,42.27,36.71,16,14,95.79,critico,0.00,0.02,0.00,78.08,processado,
ORB-00167,2025-09-17,Uberlândia,MG,Sudeste,-19.06,-48.04,sensor_sentinel,urbano,nao_aplicavel,196.27,,0.15,17.45,33.50,25,0,97.48,critico,0.00,0.63,15.49,9.56,reprocessar,possivel queimadura
ORB-00168,2026-01-26,porto velho,RO,Norte,-8.83,-63.95,sensor_sentinel,vegetacao_nativa,nao_aplicavel,34.29,0.66,0.27,63.58,29.63,7,4,41.04,medio,0.00,0.08,0.00,80.81,processado,sombra parcial
ORB-00169,2026-01-17,Cuiabá,MT,Centro-Oeste,-15.57,-55.93,sensor_sentinel,vegetacao_nativa,nao_aplicavel,132.81,0.86,0.82,42.80,31.29,33,2,65.25,alto,"0,00",0.11,0.00,30.20,processado,
ORB-00170,2025-10-12,Barreiras,BA,Nordeste,-12.20,-45.14,sensor_sentinel,vegetacao_nativa,nao_aplicavel,612.25,0.78,0.72,44.06,39.48,4,1,64.65,alto,0.00,0.12,0.00,"47,74",processado,sombra parcial
ORB-00171,2026-01-06,Porto Velho,RO,Norte,NA,-63.92,drone_cliente,agricultura,cafe,223.58,0.67,0.77,37.89,34.83,10,24,96.25,critico,"1,95",0.18,0.00,0.00,processado,nuvem na cena
ORB-00172,2026-01-21,Rio Branco,AC,Norte,-9.95,-68.00,sensor_landsat,pastagem,pastagem,438.09,0.62,0.65,65.16,34.56,4,8,53.68,alto,1.35,0.13,0.00,14.37,pendente,
ORB-00173,2025-04-06,Porto Velho,RO,Norte,-8.70,-63.64,base_municipal,vegetacao_nativa,nao_aplicavel,178.78,0.68,0.24,75.31,28.24,12,1,47.22,medio,"0,00",0.12,0.00,100.00,processado,possivel queimadura
ORB-00174,2025-12-15,Porto Velho,RO,Norte,-8.92,-63.95,sensor_sentinel,pastagem,pastagem,643.22,,0.45,82.34,28.25,2,6,61.11,alto,1.07,0.07,0.00,"0,00",processado,sombra parcial
ORB-00175,data_invalida,Sorriso,MT,Centro-Oeste,-12.76,-56.00,sensor_sentinel,agua,nao_aplicavel,36.97,0.02,0.06,44.41,32.76,6,1,25.85,medio,0.00,0.00,0.00,0.00,processado,nuvem na cena
ORB-00176,2025-11-25,Sorriso,MT,Centro-Oeste,-12.36,-55.62,drone_cliente,vegetacao nat.,nao_aplicavel,194.80,0.66,0.58,"19,43",33.39,18,5,96.61,critico,0.00,0.09,5.43,30.63,procesado,
ORB-00177,2025-10-02,Goiânia,GO,Centro-Oeste,-16.74,-49.54,sensor_landsat,urbano,nao_aplicavel,38.08,0.19,0.23,33.50,31.71,19,0,67.66,alto,0.00,0.86,3.24,0.00,processado,
ORB-00178,07-18-2025,Ribeirão Preto,SP,Sudeste,-21.25,-47.77,sensor_sentinel,vegetacao_nativa,nao_aplicavel,1.30,0.81,0.55,48.67,27.59,,1,44.82,medio,0.00,0.09,6.71,50.97,processado,coordenada imprecisa
ORB-00179,2025-06-22,Cuiabá,MT,Centro-Oeste,-15.69,-56.02,sensor_sentinel,agricultura,algodao,449.04,0.69,0.78,23.91,33.27,0,,58.08,alto,4.44,0.12,0.00,0.00,processado,sombra parcial
ORB-00180,2025-08-14,Uberaba,MG,Sudeste,-19.60,-48.07,sensor_landsat,vegetacao_nativa,nao_aplicavel,4.43,0.76,0.70,"25,25",33.85,0,14,88.33,critico,0.00,0.02,0.00,23.67,pendente,sombra parcial
ORB-00181,2025-06-13,Uberlândia,MG,Sudeste,-18.86,-48.41,sensor_sentinel,vegetacao_nativa,nao_aplicavel,552.32,0.86,0.70,"48,28",28.02,0,6,41.23,medio,0.00,0.07,0.00,44.11,procesado,possivel queimadura
ORB-00182,05-09-2025,Cuiabá,MT,Centro-Oeste,-15.71,,sensor_landsat,vegetacao_nativa,nao_aplicavel,166.36,0.85,0.65,53.61,31.69,5,5,55.33,alto,0.00,0.04,0.00,57.37,reprocessar,
ORB-00183,2025-03-23,Goiânia,GO,Centro-Oeste,-16.72,-49.45,sensor_sentinel,urbano,nao_aplicavel,283.00,0.27,0.19,40.88,NA,21,1,51.37,alto,0.00,0.56,7.80,10.97,erro_validacao,
ORB-00184,08-31-2025,Marabá,PA,Norte,-5.26,-49.21,sensor_sentinel,agricultura,cafe,273.78,0.50,0.63,76.29,"31,46",14,3,48.69,medio,2.03,0.16,0.00,"0,00",pendente,
ORB-00185,2025-07-02,Uberaba,MG,Sudeste,-19.72,-48.01,sensor_sentinel,vegetacao_nativa,nao_aplicavel,619.40,"0,81","0,75",40.18,27.94,7,1,,medio,0.00,0.09,"5,12",35.31,pendente,
ORB-00186,2026-03-24,Rio Branco,AC,Norte,-10.01,-67.95,sensor_sentinel,vegetacao_nativa,nao_aplicavel,"26,30",0.78,0.72,73.86,35.51,10,2,51.84,alto,0.00,0.12,"0,00",38.86,processado,
ORB-00187,2025-02-02,Porto Velho,ro,Norte,-8.82,-63.86,sensor_sentinel,vegetacao_nativa,nao_aplicavel,70.18,0.63,0.11,,36.85,13,4,74.72,alto,0.00,0.09,0.00,100.00,processado,nuvem na cena
ORB-00188,03-12-2026,Cuiabá,MT,Centro-Oeste,-15.25,-55.90,sensor_landsat,vegetacao_nativa,nao_aplicavel,91.96,0.79,0.29,33.86,30.78,17,14,90.12,critico,,0.05,0.00,100.00,pendente,coordenada imprecisa
ORB-00189,2025-06-13,Sorriso,MT,Centro-Oeste,-12.42,-55.81,sensor_sentinel,vegetacao_nativa,nao_aplicavel,9.41,0.70,0.68,46.71,34.07,33,4,89.75,critico,0.00,0.06,0.00,22.11,processado,
ORB-00190,2025-03-13,SINOP,MT,Centro-Oeste,-11.72,"-55,59",drone_cliente,vegetacao_nativa,nao_aplicavel,265.45,0.70,0.52,64.18,31.79,17,6,75.14,critico,0.00,0.09,"0,00",37.93,processado,
ORB-00191,2025-07-31,Goiânia,GO,Centro-Oeste,"-16,75",-49.36,sensor_sentinel,agricultura,soja,16.58,0.66,0.62,38.15,"31,93",23,3,78.20,critico,4.09,0.18,0.00,0.00,processado,coordenada imprecisa
ORB-00192,2026-01-29,Marabá,PA,Norte,-5.38,-49.27,sensor_sentinel,agricultura,soja,67.41,0.59,0.61,56.55,"30,26",17,1,"48,99",medio,2.77,0.19,0.00,0.00,processado,sombra parcial
ORB-00193,2025-10-10,Cuiabá,MT,Centro-Oeste,-15.81,,sensor_landsat,vegetacao_nativa,nao_aplicavel,54.78,0.83,0.82,36.17,,22,5,66.50,alto,0.00,0.12,0.00,30.63,pendete,
ORB-00194,,porto velho,RO,Norte,-8.86,-63.90,sensor_sentinel,agricultura,cafe,139.55,0.64,0.55,22.34,34.33,0,1,64.00,alto,1.50,0.11,0.00,9.66,erro_validacao,sombra parcial
ORB-00195,2025-01-30,Ribeirão Preto,SP,Sudeste,-20.86,-47.51,sensor_sentinel,vegetacao_nativa,nao_aplicavel,158.40,0.83,0.81,41.57,32.36,14,2,68.08,alto,"0,00",0.04,0.00,34.63,processado,
ORB-00196,2025-06-29,Altamira,PA,Norte,-3.23,-52.16,sensor_sentinel,vegetacao_nativa,nao_aplicavel,224.78,0.84,,"69,42",30.20,10,6,54.46,alto,"0,00",0.02,0.00,43.24,processado,
ORB-00197,2025-03-26,Marabá,PA,Norte,-5.56,-48.98,sensor_sentinel,vegetacao_nativa,nao_aplicavel,340.23,0.78,0.75,48.85,29.20,12,7,58.48,alto,0.00,0.12,0.00,31.18,erro_validacao,possivel queimadura
ORB-00198,,Goiânia,GO,Centro-Oeste,-16.76,-49.23,sensor_landsat,pastagem,pastagem,,0.57,0.65,"23,87","30,51",23,2,81.66,critico,1.06,0.17,"0,00",0.00,processado,
ORB-00199,2025-02-25,Marabá,PA,Norte,-5.37,-49.19,sensor_landsat,vegetacao_nativa,nao_aplicavel,18.21,0.72,0.69,62.98,36.57,5,10,73.87,alto,0.00,0.05,0.00,22.13,processado,registro importado manualmente
ORB-00200,2025-09-28,Sinop,MT,Centro-Oeste,-11.53,"-55,21",sensor_sentinel,urbano,nao_aplicavel,293.45,0.20,0.23,59.85,"35,68",14,1,35.10,médio,0.00,0.88,0.00,0.98,processado,registro importado manualmente
ORB-00201,2025-05-12,Altamira,PA,Norte,-3.06,-52.12,sensor_sentinel,agricultura,milho,,0.60,0.59,80.40,35.02,0,1,40.09,medio,7.49,0.05,0.00,0.00,processado,
ORB-00202,2025-06-14,Uberlândia,mg,Sudeste,-19.17,-48.08,sensor_sentinel,urbano,nao_aplicavel,333.87,0.21,0.24,"59,65",31.98,5,3,39.44,medio,0.00,0.83,"8,74","3,22",procesado,sombra parcial
ORB-00203,2025-12-03,Petrolina,PE,Nordeste,-9.56,-40.73,sensor_sentinel,vegetacao_nativa,nao_aplicavel,449.36,0.76,0.33,34.58,"37,91",22,3,85.71,critico,NA,0.09,1.38,76.62,erro_validacao,
ORB-00204,2025-01-21,Uberlândia,MG,Sudeste,"-19,00",-48.33,sensor_landsat,agricultura,cafe,28.12,0.49,0.34,5.00,32.71,16,4,94.97,crítico,,0.08,0.00,40.77,procesado,
ORB-00205,2025-03-16,Ribeirão Preto,SP,Sudeste,"-20,98",-47.83,sensor_sentinel,urbano,nao_aplicavel,947.00,0.12,0.09,"39,72",27.73,15,7,70.27,alto,0.00,0.66,3.99,"23,00",processado,
ORB-00206,2025-05-12,Goiânia,GO,Centro-Oeste,-16.50,-49.24,sensor_sentinel,agricultura,soja,"294,69",0.61,NA,25.53,30.93,23,8,79.31,critico,"3,13","0,06",0.00,0.00,processado,
ORB-00207,2025-02-07,Uberlândia,MG,Sudeste,-18.99,-48.44,sensor_sentinel,agricultura,milho,119.98,0.36,0.43,20.01,"31,52",21,5,96.55,critico,7.33,0.18,5.62,0.00,processado,
ORB-00208,,Sorriso,MT,Centro-Oeste,-12.43,-55.82,sensor_sentinel,vegetacao_nativa,nao_aplicavel,128.48,0.84,0.79,48.36,34.73,21,4,56.92,alto,0.00,0.10,"0,00",32.87,processado,nuvem na cena
ORB-00209,2026-02-06,Altamira,PA,Norte,-3.27,-52.46,sensor_sentinel,agricultura,soja,238.20,"0,63",0.38,58.41,30.35,18,1,45.66,medio,3.47,0.11,0.00,42.80,pendente,sombra parcial
ORB-00210,2025-12-12,Sinop,MT,Centro-Oeste,-11.91,-55.70,sensor_sentinel,vegetacao_nativa,nao_aplicavel,"9,51",0.73,0.66,51.96,31.92,12,0,60.19,alto,0.00,0.05,0.00,29.50,processado,
ORB-00211,2025-09-16,Marabá,PA,Norte,-5.35,,drone_cliente,urbano,nao_aplicavel,688.24,0.24,0.23,,29.79,0,0,18.31,baixo,0.00,0.68,3.09,2.59,processado,
ORB-00212,2026-01-18,Sorriso,MT,Centro-Oeste,-12.53,-55.80,sensor_sentinel,vegetacao_nativa,nao_aplicavel,288.65,0.74,0.66,31.55,31.54,0,11,59.07,alto,0.00,0.02,0.00,29.78,procesado,
ORB-00213,2025-10-17,Altamira,PA,Norte,-3.31,-52.26,sensor_landsat,agricultura,cana,4.01,0.81,0.90,60.52,31.08,27,9,82.32,critico,63.21,0.08,0.00,0.00,processado,sombra parcial
ORB-00214,2025-09-24,Altamira,PA,Norte,-3.27,-52.16,drone_cliente,pastagem,pastagem,238.99,0.54,0.64,75.82,32.26,,5,57.19,alto,1.26,0.06,0.00,0.00,processado,
ORB-00215,2025-11-07,Sinop,MT,Centro-Oeste,-11.76,-55.42,sensor_sentinel,vegetacao_nativa,nao_aplicavel,NA,0.82,0.50,5.00,38.17,38,4,100.00,critico,0.00,0.05,,59.79,processado,
ORB-00216,2025-05-02,Barreiras,BA,Nordeste,-12.26,-45.09,sensor_sentinel,pastagem,nao_aplicavel,1.00,0.41,0.41,45.92,32.54,5,0,44.38,medio,0.00,0.05,0.00,0.00,pendente,coordenada imprecisa
ORB-00217,02-07-2026,Uberlândia,MG,Sudeste,-18.79,-48.28,base_municipal,urbano,nao_aplicavel,"305,22",0.25,0.19,71.75,NA,18,3,63.35,alto,0.00,0.62,0.00,24.83,processado,nuvem na cena
ORB-00218,2026-03-10,Ribeirão Preto,SP,Sudeste,-21.09,-47.78,sensor_sentinel,urbano,nao_aplicavel,229.94,0.32,0.37,65.22,26.14,1,6,49.02,medio,0.00,0.64,6.94,"2,88",processado,nuvem na cena
ORB-00219,2025-04-11,Palmas,TO,Norte,-10.23,-48.26,sensor_sentinel,pastagem,pastagem,598.75,0.60,0.62,95.00,31.51,8,2,35.08,medio,1.01,0.07,"0,00",0.00,processado,
ORB-00220,2025-04-18,Barreiras,BA,Nordeste,-12.41,-45.09,sensor_sentinel,agricultura,milho,68.98,NA,0.58,32.39,32.75,14,4,65.75,alto,5.23,NA,0.00,30.35,pendente,
ORB-00221,2026-01-11,Rio Branco,AC,Norte,-9.94,-67.60,sensor_sentinel,urbano,nao_aplicavel,492.04,0.20,0.26,37.72,35.78,1,5,NA,alto,0.00,0.90,4.40,0.00,processado,sombra parcial
ORB-00222,2025-04-08,Sinop,MT,Centro-Oeste,-11.53,-55.37,sensor_landsat,pastagem,pastagem,172.45,0.61,0.64,33.62,36.47,26,6,"88,89",critico,1.25,0.05,"0,00",1.55,pendente,coordenada imprecisa
ORB-00223,2025-10-11,Palmas,TO,Norte,-10.34,-48.26,sensor_sentinel,vegetacao_nativa,nao_aplicavel,423.11,0.82,0.26,48.73,36.61,17,8,88.55,critico,0.00,0.03,0.00,100.00,processado,sombra parcial
ORB-00224,2025-12-21,Sorriso,MT,Centro-Oeste,-12.68,-55.90,sensor_sentinel,agricultura,algodao,438.31,0.41,"0,32",31.64,36.56,,0,51.95,alto,3.86,0.12,0.00,,processado,nuvem na cena
ORB-00225,2025-01-22,Cuiabá,MT,Centro-Oeste,-15.90,"-55,96",sensor_sentinel,agricultura,milho,106.09,0.40,0.33,37.09,35.70,13,0,NA,alto,5.37,0.11,0.00,"29,56",erro_validacao,
ORB-00226,2026-01-16,Altamira,PA,Norte,-3.12,-52.28,sensor_sentinel,agric.,milho,52.42,,0.46,50.96,32.47,14,13,57.28,alto,5.65,0.10,0.00,0.00,erro_validacao,coordenada imprecisa
ORB-00227,22/01/2025,Marabá,PA,Norte,-5.44,-49.16,sensor_sentinel,vegetacao_nativa,nao_aplicavel,631.05,0.68,0.64,73.64,"31,91",17,13,68.35,alto,0.00,0.06,0.00,23.41,processado,
ORB-00228,2025-12-02,Rio Branco,AC,Norte,-9.69,-67.87,sensor_sentinel,vegetacao_nativa,nao_aplicavel,29.21,0.71,0.28,69.77,"28,17",12,2,45.07,medio,0.00,0.10,0.00,85.09,processado,
ORB-00229,2025-12-07,Uberlândia,MG,Sudeste,-18.87,-48.04,sensor_sentinel,agua,nao_aplicavel,20.51,0.08,0.02,46.15,31.40,7,2,54.55,alto,0.00,0.01,0.00,"18,22",processado,sombra parcial
ORB-00230,2025-12-10,Uberaba,MG,Sudeste,-19.77,-47.99,sensor_landsat,agricultura,cana,136.93,0.43,0.27,33.02,30.07,18,5,73.78,alto,62.51,0.12,0.00,43.34,processado,possivel queimadura
ORB-00231,2025-02-04,Uberlândia,MG,Sudeste,-18.88,-48.42,sensor_sentinel,agricultura,soja,964.45,0.61,0.36,31.05,33.71,,1,71.84,alto,3.14,0.06,,"48,38",processado,
ORB-00232,2025-11-17,Altamira,PA,Norte,-2.92,-51.90,sensor_landsat,vegetacao_nativa,nao_aplicavel,402.80,0.75,0.68,24.24,28.38,4,4,64.95,alto,0.00,0.04,0.00,37.04,erro_validacao,
ORB-00233,2025-08-05,Goiânia,go,Centro-Oeste,-16.72,-49.40,sensor_landsat,vegetacao_nativa,nao_aplicavel,3.18,0.79,0.32,72.45,32.25,,28,100.00,critico,0.00,0.06,0.00,"100,00",processado,possivel queimadura
ORB-00234,2025-07-03,Ribeirão Preto,SP,Sudeste,-21.29,-47.69,sensor_sentinel,urbano,nao_aplicavel,18.14,0.30,0.24,5.55,32.17,0,0,80.54,critico,0.00,"0,59",3.92,15.08,erro validacao,
ORB-00235,2025-04-09,Uberlândia,MG,Sudeste,-18.79,-48.44,sensor_sentinel,vegetacao_nativa,nao_aplicavel,249.66,0.67,0.58,34.18,"31,89",8,11,83.52,critico,0.00,0.05,0.00,53.52,processado,possivel queimadura
